"id","code","nationalCode","denomination","presentation","description","ingredients","class","steril","healthIndications","indications","function","howToUse","cautionsWarnings","pao","foodIntolerance","useIndications","lactose","gluten","bio","dietary","vegetarian","heightMeasure","widthMeasure","weight","weightWithContain","images","referenceLink","tags","status","category_id","source"
11872,"08470002127494","212749",REFORVIT MUJER ,REFORVIT MUJER - 90 CAPSULAS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,2,""
11873,"08470002127500","212750",REFORVIT MUJER +50,REFORVIT MUJER +50 - 45 CAPSULAS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,2,""
11874,"05704947006761","193594",O´KEEFFES WORKING HANDS,O'KEEFFE'S WORKING HANDS TARRO 96 G,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
11875,"05704947011765","205108",O´KEEFFES WORKING HANDS,O'KEEFFE'S WORKING HANDS TUBO 80 ML,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
11876,"05704947002725","211327",O´KEEFFES WORKING HANDS,O'KEEFFE'S VALUE SIZE WORKING HANDS TARRO 193 G,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
11877,"05704947006716","193860",O´KEEFFES FOR HEALTHY FEET,O'KEEFFE'S FOR HEALTHY FEET TARRO 91 G,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
11878,"05704947011772","205109",O´KEEFFES FOR HEALTHY FEET,O'KEEFFE'S FOR HEALTHY FEET TUBO 80 ML,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
13064,"8470001851710","185171",ACOFAR NESIRA VITAMINA C 40 COMPR,ACOFAR NESIRA VITAMINA C 40 COMPR,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
4,,"415554",DERBY 605 TALLA 5,"DERBY 605 TALLA 5, RODILLERA",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
12645,"3461020002103",,ADAPTASUN AGUA SOLAR HIDRAPROTECTORA SOL FUERTE,ADAPTASUN AGUA SOLAR HIDRAPROTECTORA SOL FUERTE 150ML (INSTITUT ESTHEDERM),"Protector Solar Bifásico facial, corporal y capilar de en un solo producto. Protege, hidrata y potencia un bronceado natural, duraderos y luminoso del cabello y la piel. ","AQUA/WATER/EAU*, DICAPRYLYL CARBONATE, DICAPRYLYL ETHER, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, DIISOPROPYL SEBACATE, DIBUTYL ADIPATE, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, GLYCERIN, UNDECANE, BISETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, BRASSICA CAMPESTRIS/ALEURITES FORDII OIL COPOLYMER, TRIDECANE, 1,2-HEXANEDIOL, PENTYLENE GLYCOL, FRAGRANCE (PARFUM), CAPRYLIC/CAPRIC TRIGLYCERIDE, ACETYL TYROSINE, SODIUM CHLORIDE, SODIUM CITRATE, TOCOPHEROL, LINALOOL, HEXYL CINNAMAL, HYDROXYCITRONELLAL, PROPYLENE GLYCOL, LIMONENE, SODIUM HYDROXIDE, GLYCINE SOJA (SOYBEAN) OIL, BENZYL BENZOATE, GERANIOL, CITRONELLOL, COPPER GLUCONATE, CARNOSINE, BIXA ORELLANA SEED EXTRACT, ISOEUGENOL, COUMARIN, DISODIUM ADENOSINE TRIPHOSPHATE, CITRAL, LAMINARIA DIGITATA EXTRACT, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, ACETYL HEXAPEPTIDE-1, DEXTRAN. [ES2042] *CELLULAR WATER (AQUA/DISODIUM ADENOSINE TRIPHOSPHATE/CARNOSINE/MINERAL SALTS",,false,"","",Agitar antes de usar.  Aplicar en el cuerpo 20 minutos antes de la exposición y reaplicar cada 2h y tras el cada baño. ,Agitar antes de usar.  Aplicar en el cuerpo 20 minutos antes de la exposición y reaplicar cada 2h y tras el cada baño. ,,,false,,false,false,false,false,false,,,,,{https://www.esthederm.es/media/catalog/product/cache/8c584b496a6ba3b56e5a2a84e5c8da1d/1/2/122556-05v454200-jpg_hduhz245qlkwlp5p.jpg},{},{},true,1,discovery
12974,"8470001532497","153249","ACOFAR ESPARADRAPO TEJIDO PIEL 5X2,5CM","ACOFAR ESPARADRAPO TEJIDO PIEL 5X2,5 CM","Esparadrapo de tejido suave para piel, ideal para fijación de gasas y vendajes.",,,false,,"","",,,,false,,false,false,false,false,false,"35","60","40",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/1532497_esparadrapo-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-esparadrapo-tejido/},{},true,6,discovery
12011,"8470001846396","184639",CITOGENEX 30 CAPSULAS,CITOGENEX 30 CAPSULAS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
11879,"08470001776235","177623",UNIGEL,UNIGEL GEL CICATRIZANTE - 5 G,,,,false,,"","",,,,false,,false,false,false,false,false,,,,,{},{},{},true,6,""
11880,"08470001776259","177625",UNIGEL PROCTO,UNIGEL PROCTO - 5 SUPOSITORIOS,,,,false,,"","",,,,false,,false,false,false,false,false,,,,,{},{},{},true,6,""
11886,"08436586760052","208458",LUBETS,LUBETS POTENCIADOR DE ORGASMO MASCULINO - ECOLÓGICO - 10 SOBRES,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
10512,"8470001679741","167974",LACTOFLORA PROTECTOR INMUNITARIO 30 CAPS,LACTOFLORA PROTECTOR INMUNITARIO 30 CAPS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
10519,"5054563037824","186491",VENORUTOX PIERNAS LIGERAS 20 SOBRES,VENORUTOX PIERNAS LIGERAS 20 SOBRES,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
274,,"490755",VARISAN TALLA 2,"VARISAN TALLA 2, TOBILLERA",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
132,,"499392",CONFORM 2 PLANA BORDE ADHESIVO TRANSP ARO 45MM 13-32MM 30+7U,"CONFORM 2 PLANA BORDE ADHESIVO TRANSP ARO 45MM 13-32MM 30+7U, BOLSAS UROST SIST DOBLE PLAC",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
135,,"498915",ORIS I 1U,"ORIS I 1U, SIST INC ORINA OCLUSIVO HOMBRE",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
12954,"8428452786297","102484",ACOFAR NESIRA ANTICAIDA COMPR +CHAMPU,ACOFAR NESIRA ANTICAIDA COMPR +CHAMPU,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
12961,"8428452780127","122188",ACOFARBABY PACK PASTA AL AGUA 2X1,ACOFARBABY PACK PASTA AL AGUA 2X1,"Pasta al agua para bebés, ideal para proteger la piel del área del pañal contra la irritación.",,,false,"","",,,,,false,,false,false,false,false,false,"80","80","212",,{},{},{},true,1,discovery
12013,"8470001846402","184640",ENTERELLE PLUS 12 CAPSULAS,ENTERELLE PLUS 12 CAPSULAS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
3789,"8431507101501","154065",PRESERVISION 3 60 CAPSULAS,PRESERVISION 3 60 CAPSULAS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
12022,"8470001846457","184645",RAMNOSELLE 30 CAPSULAS,RAMNOSELLE 30 CAPSULAS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
53,"8057289180697","189980",REFLUWARD SABOR ANIS 20 SOBRES,REFLUWARD SABOR ANIS 20 SOBRES,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
11883,"08436586760014","208461",LUBETS,LUBETS LUBRICANTE ECOLÓGICO - BASE AGUA - 10 SOBRES,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
11884,"08436586760038","208460",LUBETS,LUBETS LUBRICANTE ECOLÓGICO EFECTO CALOR - BASE AGUA - 10 SOBRES,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
11885,"08436586760045","208457",LUBETS,LUBETS POTENCIADOR DE ORGASMO FEMENINO - ECOLÓGICO - 10 SOBRES,,,,false,"","",,,,,false,,false,false,false,false,false,,,,,{},{},{},true,1,""
11895,"100001","100001",CHAMPÚ ANTI-CAÍDA CON VITAMINAS,"CHAMPÚ ANTICAÍDA CON VITAMINA B5, B6, BIOTINA Y ZINC DE 500ML","Resultados probados en 4 semanas:
80%* reducción de la CAÍDA
70%* mejoría de DENSIDAD
80%* aumento de BRILLO
Sin sulfatos ni siliconas. Compatible con tratamientos de queratina y método curly."," AQUA (WATER), DECYL GLUCOSIDE, CAPRYLYL/ CAPRYL GLUCOSIDE, COCO-BETAINE, INULIN, POLYGLYCERYL-4 CAPRATE, GLYCERIN, PANTHENOL, PARFUM, COCO-GLUCOSIDE, GLYCERYL OLEATE, HELIANTHUS ANNUUS, (SUNFLOWER) SEED OIL, XANTHAN GUM, ACACIA SENEGAL GUM, ZINC PCA, ARGANIA SPINOSA KERNEL OIL, EUTERPE OLERACEA FRUIT EXTRACT, GLYCINE SOJA OIL, GLYCINE SOJA STEROLS, GLYCOLIPIDS, PHOSPHOLIPIDS, CAFFEINE,BIOTIN, PYRIDOXINE HCL, BIOSACCHARIDE GUM-4, GALACTOARABINAN, GLYCERYL CAPRYLATE, CITRIC ACID, SODIUM LEVULINATE, 1,2-HEXANEDIOL, SODIUM BENZOATE, POTASSIUM SORBATE",,false,"","","Indicado para todas las personas que noten su pelo  debilitado con aumento de la caída, afinamiento, rotura, grasa y pérdida de densidad, brillo y volumen.
Apto para cuero cabelludo sensible y con tendencia a grasa.
Apto para cabello débil o dañado por tintes, decoloraciones y tratamientos capilares agresivos.
Sin sulfatos ni siliconas. Compatible con tratamientos de queratina y método curly.","Lavar con abundante agua y dejar actuar durante unos minutos y retira con agua.
Recomendamos aplicar después Farma Dorsch Acondicionador.
1ª Etapa DETOX: tu cabello comienza a prescindir de siliconas, por lo que es normal que lo notes algo más encrespado y seco al tacto. El champú hará menos espuma en esta etapa. El cabello está eliminando residuos y comienza a producir sus propios aceites naturales. Es un proceso normal que puedes compensar con un extra de Farma Dorsch Acondicionador y Mascarilla. 
2ª Etapa ADAPTACIÓN: en unas semanas tu cabello estará completamente libre de siliconas, sulfatos y otros “químicos”.  Notarás tu pelo más sano y sedoso. Comenzará a hacer más espuma durante el lavado y necesitarás menos producto.
3ª Etapa PELO SANO: pasados unos meses, tu melena está más sana y vigorosa que nunca. El pelo durará más tiempo limpio por lo que podrás espaciar el tiempo entre lavados.",,,false,"Lavar con abundante agua y dejar actuar durante unos minutos y retira con agua.
Recomendamos aplicar después Farma Dorsch Acondicionador.
1ª Etapa DETOX: tu cabello comienza a prescindir de siliconas, por lo que es normal que lo notes algo más encrespado y seco al tacto. El champú hará menos espuma en esta etapa. El cabello está eliminando residuos y comienza a producir sus propios aceites naturales. Es un proceso normal que puedes compensar con un extra de Farma Dorsch Acondicionador y Mascarilla. 
2ª Etapa ADAPTACIÓN: en unas semanas tu cabello estará completamente libre de siliconas, sulfatos y otros “químicos”.  Notarás tu pelo más sano y sedoso. Comenzará a hacer más espuma durante el lavado y necesitarás menos producto.
3ª Etapa PELO SANO: pasados unos meses, tu melena está más sana y vigorosa que nunca. El pelo durará más tiempo limpio por lo que podrás espaciar el tiempo entre lavados.",false,false,true,false,true,,,,,{https://resources-test.rempe.es/nomenclator/products/dpslab/bote.png},{https://rempe.es/},{},true,1,""
11896,"100000","100000",DERMO-LIMPIADOR GEL,DERMO-LIMPIADOR GEL 99% CLEAN INGREDIENTS,Gel limpiador facial hidratante de uso diario. Accion antiseborreica,"AQUA (WATER), DECYL GLUCOSIDE, PROPANEDIOL, SORBITAN CAPRYLATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ALOE BARBADENSIS LEAF EXTRACT, ZINC PCA, HYDROLYZED SOY PROTEIN, GLYCERIN, UREA, SACCHARIDE HYDROLYSATE, MAGNESIUM ASPARTATE, GLYCINE, ALANINE, CREATINE, ARGININE, CAPRYLYL/CAPRYL GLUCOSIDE, COCO-BETAINE, SODIUM PHYTATE, COCO GLUCOSIDE, GLYCERYL OLEATE, CITRIC ACID, PARFUM, SORBIC ACID, BENZOIC ACID, SODIUM BENZOATE, POTASSIUM SORBATE, CI 19140, CI 42051",,false,"","","Indicado para todo tipo de piel, especialmente piel mixta, grasa y/o con tendencia acnéica.
Dermatológicamente testado en piel sensible
",Limpiar la piel mañana y noche. Dispensar el gel en las palmas de las manos humedecidas y aplicar en el rostro con movimientos circulares. Aclarar posteriormente con agua templada y secar bien la piel,,,false,Limpiar la piel mañana y noche. Dispensar el gel en las palmas de las manos humedecidas y aplicar en el rostro con movimientos circulares. Aclarar posteriormente con agua templada y secar bien la piel,false,false,true,false,true,,,,,{https://resources-test.rempe.es/nomenclator/products/dpslab/bote.png},{https://rempe.es/},{},true,1,""
11902,"8470001574114","157411",DPSLAB ENJUAGUE BUCAL,DPSLAB PASTA DENTÍFRICA Y ENJUAGUE BUCAL PARA EL CUIDADO DIARIO.,El cepillado dental y el uso del enjuague bucal son clave en la higiene bucodental. El colutorio DpsLab es eficaz para ayudar a prevenir la caries dental así como para el cuidado y protección de las encías.,"
Fluoruro sódico : 226 ppm F–
Cloruro de cetilpiridinio (CPC)
Provitamina B5
Xilitol : 1,00%
Aloe vera",,false,"","","El enjuague bucal DpsLab incluye en su formulación fluoruro sódico que contribuye a prevenir la aparición de la caries y ayuda a la remineralización del esmalte. Además también incluye:
– Cloruro de cetilpiridinio, que ayuda a prevenir la aparición de la placa dental
– Provitamina B5 y el aloe vera que aportan una acción tonificante, fortificante y protegen y cuidan las encías.","Para una higiene dental completa, después del cepillado, vierte unos 10-15 ml de colutorio sin diluir en un vaso. Enjuágate durante un minuto, asegurándote de que el colutorio llega a todos los rincones de la boca, y luego escúpelo. Recuerda que el colutorio no se debe tragar.","No ingerir.
Mantener fuera del alcance de los niños.",,false,"Para una higiene dental completa, después del cepillado, vierte unos 10-15 ml de colutorio sin diluir en un vaso. Enjuágate durante un minuto, asegurándote de que el colutorio llega a todos los rincones de la boca, y luego escúpelo. Recuerda que el colutorio no se debe tragar.",false,false,false,false,false,,,,,{https://resources-test.rempe.es/nomenclator/products/dpslab/botella.png},{https://rempe.es/},{},true,1,""
12977,"8470001532527","153252","ACOFAR ESPARADRAPO TEJIDO PIEL 5X1,25CM","ACOFAR ESPARADRAPO TEJIDO PIEL 5X1,25 CM","Esparadrapo de tejido diseñado para la fijación de vendajes pequeños, amigable con la piel.",,,false,,"","",,,,false,,false,false,false,false,false,"23","60","28",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/1532497_esparadrapo-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-esparadrapo-tejido/},{},true,6,discovery
60,,"490854",VARISAN TALLA 4,"VARISAN TALLA 4, CODERA",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
167,,"421032",ACOFAR TALLA 3,"ACOFAR TALLA 3, TOBILLERA",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
11897,"1000022","100022",RODILLERA ROTULIANA CON TENSORES LATERALES BEIGE,RODILLERA ROTULIANA CON TENSORES LATERALES BEIGE,"Rodillera rotuliana fabricada con tejido bi-elástico y con forma anatómica para una mejor adaptabilidad. Dispone de rótula abierta, flejes laterales y dos cinchas con cierre de velcro que forman un sistema envolvente en la parte del muslo y la pantorrilla.",,,false,"Tratamientos post-quirúrgicos, inestabilidad de la rodilla y centrado de la rótula.","","",,,,false,,false,false,false,false,false,,,,,{https://resources-test.rempe.es/nomenclator/products/dpslab/bote.png},{https://rempe.es/},{},true,6,""
11898,"1000023","100023",RODILLERA CERRADA BEIGE,RODILLERA CERRADA BEIGE,Rodillera cerrada fabricada con tejido bi-elástico y con forma anatómica para una mejor adaptabilidad.,,,false,"Esguinces, dolencias crónicas, lesiones articulares y traumatismos.","","",,,,false,,false,false,false,false,false,,,,,{https://resources-test.rempe.es/nomenclator/products/dpslab/bote.png},{https://rempe.es/},{},true,6,""
11899,"100002","100002",PUSH UP,"PUSH UP REAFIRMANTE DE SENOS, CUELLO, BRAZOS Y GLÚTEOS","Reafirma, levanta y aumenta el volumen  de la zona a tratar
Aporta firmeza y tonificación en cuello, escote y brazos. Estimula la producción de colágeno y elastina
Propiedades reafirmantes, tensoras, suavizantes e hidratante
Firmeza, elasticidad y aumento de los glúteos
Previene y reduce la formación de estrías","AQUA (WATER), PROPANEDIOL, GLYCERIN, GLYCERYL STEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, GLYCERYL BEHENATE, HYDROGENATED POLYISOBUTENE, CETEARYL ALCOHOL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, SESAMUM INDICUM SEED OIL, SODIUM PCA,ALOE BARBADENSIS LEAF EXTRACT, RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT, CENTELLA ASIATICA EXTRACT, EQUISETUM ARVENSE EXTRACT, ALLANTOIN, PARFUM, SODIUM STEAROYL LACTYLATE, TOCOPHEROL, CELLULOSE GUM, HYDROLIZED SOY PROTEIN, XANTHAN GUM, MICROCRYSTALLINE CELLULOSE, CETYL ALCOHOL, DIMETHICONE, SODIUM PHYTATE, CITRIC ACID, BENZYL ALCOHOL, POTASSIUM SORBATE, SODIUM BENZOATE, BENZOIC ACID, SORBIC ACID, DEHYDROACETIC ACID.",,false,"","","Indicado para prevenir o corregir la flacidez del pecho por cambios bruscos de peso, embarazo o envejecimiento
Aspecto envejecido de escote y cuello
Muy indicado para Post ejercicio, Post lactancia, Posparto (flacidez), Bajada de peso y/o a partir de la menopausia
Dermatológicamente testado en piel sensible","Aplicar sobre la piel limpia y seca del busto, cuello, escote y/o glúteos, con un suave masaje 1-2 veces al día, durante mínimo un mes. Resultados visibles a partir de 30 días
Su textura ligera se absorbe rápidamente
Su envase dosificador dispensa cómodamente la cantidad de producto adecuada",,,false,"Aplicar sobre la piel limpia y seca del busto, cuello, escote y/o glúteos, con un suave masaje 1-2 veces al día, durante mínimo un mes. Resultados visibles a partir de 30 días
Su textura ligera se absorbe rápidamente
Su envase dosificador dispensa cómodamente la cantidad de producto adecuada",false,false,true,false,true,,,,,{https://resources-test.rempe.es/nomenclator/products/dpslab/bote.png},{https://rempe.es/},{},true,1,""
12993,"8470001617682","161768",ACOFAR GASA ESTERIL ALGODON 60X40CM 6UD,ACOFAR GASA ESTÉRIL ALGODÓN 60X40 CM 6 UD,"Gasas estériles de mayor tamaño, diseñadas para cubrir heridas extensas.",,,false,,"","",,,,false,,false,false,false,false,false,"42","132","67",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/4832891_gasa_esteril-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-gasa-esteril-algodon/},{},true,6,discovery
13025,"8470003877466","387746",ACOFAR TEST EMBARAZO,ACOFAR TEST EMBARAZO,Prueba rápida de embarazo para detección de hCG en orina.,,,false,,"","",,,,false,,false,false,false,false,false,"20","55","31",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/06/ACOFAR_TEST_EMBARAZO-600x600.jpg},{https://www.acofarma.com/catalogo/producto/test-de-embarazo/},{},true,6,discovery
122,,"499608","FARMALASTIC BLANCA 4,5MX5CM","FARMALASTIC BLANCA 4,5MX5CM, VENDA ELASTICA COHESIVA",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
202,,"419739",FORTIFLEX F 220 TALLA 4,"FORTIFLEX F 220 TALLA 4, RODILLERA",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
11900,"1000021","100021",MEDIAS ENTERAS PRE-MAMÁ COMPRESIÓN FUERTE,MEDIAS ENTERAS PRE-MAMÁ COMPRESIÓN FUERTE,"Medias enteras hasta la cintura pre-mamá con compresión fuerte que facilitan, estimulan y activan la circulación de las piernas para un alivio inmediato. Son cómodas, adaptables y tienen un diseño anatómico sin costuras. Disponible en tallas: 3, 4, 5 y 6.","Elastómero 35 %, poliamida 65 %.",,false,Contraindicaciones:Procesos isquémicos. Dermatitis. Arteriopatías. Eccemas no reducidos. Ulceraciones en fase aguda. Varicotrombosis.,"","","Para mayor facilidad, ponérsela preferentemente al levantarse.",,,false,"Para mayor facilidad, ponérsela preferentemente al levantarse.",false,false,false,false,false,,,,,{https://resources-test.rempe.es/nomenclator/products/dpslab/bote.png},{https://rempe.es/},{},true,6,""
11901,"8470001541253","154125",DPSLAB PASTA DENTÍFRICA,DPSLAB PASTA DENTÍFRICA Y ENJUAGUE BUCAL PARA EL CUIDADO DIARIO.,La higiene y la salud de tu boca son muy importantes y por eso no deben descuidarse. El cepillado dental con el uso del enjuague bucal ayudan a mantener una buena salud bucodental.,"Fluoruro sódico : 1450 ppm F–
Cloruro de cetilpiridinio (CPC)
Provitamina B5
Aloe Vera
Xilitol : 1,00%",,false,"","","Para prevenir eficazmente la aparición de la caries dental es necesario el uso de productos dentífricos con un alto contenido en flúor. La pasta de dientes DpsLab contiene un alto contenido en fluoruro sódico que ayuda a prevenir la caries y a la remineralización del esmalte. Además, su formulación con cloruro de cetilpiridinio le otorga una acción antiplaca. Y la provitamina B5 y el aloe vera le aportan una acción tonificante, fortificante y que ayudan a proteger y cuidar las encías.","Para garantizar una buena higiene bucodental debes cepillar los dientes durante 2 o 3 minutos como mínimo 3 veces al día, preferiblemente después de cada comida y antes de acostarte, todos los días.",No ingerir,,false,"Para garantizar una buena higiene bucodental debes cepillar los dientes durante 2 o 3 minutos como mínimo 3 veces al día, preferiblemente después de cada comida y antes de acostarte, todos los días.",false,false,false,false,false,,,,,{https://resources-test.rempe.es/nomenclator/products/dpslab/botella.png},{https://rempe.es/},{},true,1,""
160,"33984024205","102176",ROSE HIPS C 1.500 MG 90 COMPRIMIDOS,ROSE HIPS C 1.500 MG 90 COMPRIMIDOS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
12985,"8470001576996","157699",ACOFAR GEL STICK ARNICA HARPAGOFITO 15 G,ACOFAR GEL STICK ÁRNICA HARPAGOFITO 15 G,Gel en formato stick con árnica y harpagofito para aliviar golpes y dolores musculares.,,,false,"","",,,,,false,,false,false,false,false,false,"36","36","100",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/stick-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-gel-stick-arnica/},{},true,1,discovery
90,"8437014181159","174017",STEVIA LIQUIDA,STEVIA LIQUIDA,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
103,,"491621",SUMMUN-E 325 TALLA 8,"SUMMUN-E 325 TALLA 8, SUSPENSORIO",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
